"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"FCN2",-2.64412527607206,7.66593338916291,-24.7424510935782,7.00101106818779e-58,1.00275481529654e-53,121.006501420052,"Down"
"CLEC4G",-2.96349531805415,7.98289395438935,-23.6981985641188,1.9637197836661e-55,1.40631792307248e-51,115.46178110311,"Down"
"ECM1",-2.75000667073385,8.30921405532554,-23.3838585782066,1.10034367718086e-54,5.25340749608713e-51,113.765159262221,"Down"
"CLEC1B",-3.24370259862771,7.75029456610532,-22.090323988257,1.50764134339632e-51,5.39848674036637e-48,106.648295275255,"Down"
"CFP",-1.14319174056109,7.48053316058144,-21.33752026255,1.11175576327617e-49,3.18473555948092e-46,102.406260373717,"Down"
"DBH",-2.18810246045057,7.85199753603526,-20.7175166715687,4.05014131194684e-48,9.66836233516909e-45,98.8574497083323,"Down"
"MARCO",-1.97186379754229,7.70005875311873,-20.6511102941241,5.9696624409778e-48,1.22147821631607e-44,98.4744163155303,"Down"
"STAB2",-1.92366079428894,7.50052292875133,-20.4423720837608,2.02810481766359e-47,3.63106816292446e-44,97.2667342427738,"Down"
"RSPO3",-1.31590978226703,7.25299011602351,-19.7634635617074,1.1239626745207e-45,1.78872415412889e-42,93.3005431153755,"Down"
"CRHBP",-2.22534023513124,7.97457500256858,-19.1775048829631,3.76080754852612e-44,5.38660465175395e-41,89.830982039759,"Down"
"PAMR1",-1.91987169052282,7.7785671914231,-19.0966018955952,6.1259773805299e-44,7.97657945648453e-41,89.3486215844225,"Down"
"OIT3",-1.54386381163175,7.43907358934668,-19.0807249647571,6.74215117280049e-44,8.04731927066846e-41,89.2538664122446,"Down"
"KDM8",-2.06471400698127,8.1262363283904,-18.9156391073209,1.82959636023121e-43,2.01579297443013e-40,88.2668047918993,"Down"
"VIPR1",-2.08573248072356,8.27199254922143,-18.8907968885028,2.12675661600502e-43,2.17582392935999e-40,88.1179859760429,"Down"
"TTC36",-1.92168696428033,7.75989880804712,-18.7674736817072,4.49426623620122e-43,4.29142502007401e-40,87.3781124915934,"Down"
"CETP",-2.41451682849059,8.89160865725071,-18.6430951602904,9.57546627089171e-43,8.57183771237387e-40,86.6300651417782,"Down"
"PTH1R",-2.32954391877848,8.0118097093021,-18.6112452000992,1.16253325279978e-42,9.30375165784466e-40,86.4382145568001,"Down"
"CDHR2",-2.2489426710194,8.488426970694,-18.6103036517378,1.16922104196889e-42,9.30375165784466e-40,86.4325412399987,"Down"
"FCN3",-4.64250802622986,10.1483745829621,-18.4673922692292,2.79601314243112e-42,2.10775243363373e-39,85.5702114764813,"Down"
"AADAT",-2.37424362368973,9.07621829718955,-18.1156921165221,2.41362444518166e-41,1.72851714641685e-38,83.4378800489687,"Down"
"COLEC10",-1.28005377255224,7.07752845964522,-18.0506325520767,3.60166164291817e-41,2.45650474816748e-38,83.0418648088289,"Down"
"P3H2",-1.28624133383108,7.99396258462788,-17.2994010553269,3.78657913743881e-39,2.46523513570619e-36,78.4348749978917,"Down"
"MYOM2",-1.70411280221211,7.80012980119802,-16.7215648221211,1.41491705106815e-37,8.81124214019529e-35,74.8502507564902,"Down"
"IGFALS",-2.85040232740606,8.8849413429392,-16.649666794114,2.22531590117737e-37,1.32804998552348e-34,74.4018685831064,"Down"
"CPEB3",-1.69183277179899,9.45349186286315,-16.6231659452219,2.62986217422631e-37,1.50670063685774e-34,74.2364719238533,"Down"
"ATOH8",-2.12669074790803,8.09570422519324,-16.5819644584995,3.41014097584936e-37,1.87859419988809e-34,73.9791901628014,"Down"
"DACH1",-1.04588497858281,7.4179179345508,-16.531569692927,4.68688581119172e-37,2.48630612865552e-34,73.6642779129226,"Down"
"CYP26A1",-2.50787723643127,8.24357753011545,-16.3613455463342,1.3745571519269e-36,7.03135074537463e-34,72.5987710282349,"Down"
"CAP2",2.16001893983576,9.87469435144371,16.3085866434633,1.91966399804487e-36,9.48115429103333e-34,72.2679770510595,"Up"
"NAT2",-2.94050777735634,8.90802146332694,-16.1032294583417,7.06148792075923e-36,3.37138971630115e-33,70.977972697513,"Down"
"FAM189B",1.3779785007634,9.66482199231963,16.0826190209221,8.04930775377969e-36,3.71903983733505e-33,70.8482928026247,"Up"
"VMO1",-0.949810912687482,7.50058605788097,-16.037441788097,1.07264122903303e-35,4.80107510107505e-33,70.5639079897923,"Not Sig"
"GNAO1",-1.75600729130992,7.59622190771154,-16.0091918962789,1.28371126734016e-35,5.57169590367062e-33,70.3859871601312,"Down"
"GPD1",-1.33638177575761,7.80097622373857,-15.8993462799354,2.58279726844708e-35,1.0880413316461e-32,69.6935072616305,"Down"
"SLC25A47",-2.99067831859995,9.16866394214165,-15.8889363939837,2.7598605490901e-35,1.12941378984622e-32,69.6278281385031,"Down"
"RACGAP1",1.4841316699579,7.97609529814761,15.7960407048951,4.98927715490811e-35,1.98503935249302e-32,69.0413136303576,"Up"
"ANGPTL6",-1.34906584150584,7.72855625162231,-15.7863204830596,5.30838841540438e-35,2.05492019659019e-32,68.9799011646097,"Down"
"LILRA5",-1.25013928002147,7.88560872890598,-15.7052007339835,8.90830864243316e-35,3.3577290706729e-32,68.4670795948156,"Down"
"LILRB5",-1.28358718881426,7.92947003717328,-15.6356787674147,1.38888546456653e-34,5.10077089974011e-32,68.0271469453085,"Down"
"CLEC4M",-0.853640652185167,7.06846865263498,-15.6085101657518,1.65228208221461e-34,5.91640906588998e-32,67.8551186538702,"Not Sig"
"ITGA9",-0.742957385968388,7.63908593442377,-15.5088101117117,3.12649695335069e-34,1.09221502104493e-31,67.223326285784,"Not Sig"
"RNF125",-1.66781995874763,9.04344168382786,-15.460559945706,4.25813956203937e-34,1.45212697493071e-31,66.9172881883588,"Down"
"NDST3",-0.54139106431353,6.87379099882433,-15.3562452390746,8.30869098994185e-34,2.76756700113807e-31,66.2550365965698,"Not Sig"
"LCAT",-2.38483175439529,8.99918349313589,-15.3508640989003,8.6003892508617e-34,2.79962216454755e-31,66.2208515933545,"Down"
"PRICKLE4",1.13650079972496,11.4948409408841,15.3261124936558,1.0079958507718e-33,3.20833879346765e-31,66.0635831239559,"Up"
"KBTBD11",-2.34620719329966,8.3800648245289,-15.272970211603,1.41756003876708e-33,4.41385052940453e-31,65.7257705384147,"Down"
"ILF2",1.36703258071935,10.8560453573128,15.2616671932485,1.52422517505294e-33,4.64499514516665e-31,65.6538932219359,"Up"
"ADGRG7",-1.99731916197416,8.58225935462132,-15.2354948646324,1.80310463625886e-33,5.3803891052366e-31,65.4874243602563,"Down"
"KCNN2",-1.64495894091254,7.45180692735171,-15.2078288769539,2.15367554167048e-33,6.29532546598903e-31,65.3114011856858,"Down"
"CHST4",-1.89842903877769,7.74543804347966,-15.1589161159848,2.94885465680205e-33,8.44728904987517e-31,65.0000625430185,"Down"
"ZC2HC1C",-1.21412580670403,8.3291748199507,-15.1273426100477,3.61231913324876e-33,1.01449503814749e-30,64.7990014162618,"Down"
"NDRG2",-1.78952045543693,9.74334471171651,-15.104790923202,4.17593830304352e-33,1.14488412965386e-30,64.6553487679972,"Down"
"HK3",-0.805802892695919,7.24164889656902,-15.1025530468479,4.23646295270923e-33,1.14488412965386e-30,64.6410917222734,"Not Sig"
"LYVE1",-1.54257784920602,7.3789577107526,-15.0739084441552,5.09339613786189e-33,1.35097616449252e-30,64.4585722780423,"Down"
"C1QTNF1",-2.29162173440881,8.77839886630992,-14.8708543189319,1.88284328277939e-32,4.90326624349985e-30,63.1631528982068,"Down"
"RCN2",1.29297419910736,8.98526199256126,14.8548954066872,2.08684219806439e-32,5.33747157194219e-30,63.0612257289738,"Up"
"STAB1",-1.35387640085739,8.21667348345585,-14.8341715841703,2.38514239909976e-32,5.99340255829927e-30,62.9288416178092,"Down"
"ASPM",1.99019648363761,8.90722071020813,14.8276278946966,2.48793156318626e-32,6.14390409991668e-30,62.8870347807028,"Up"
"C4orf3",-1.27343381749697,9.74200211721125,-14.7970422279752,3.03041374540455e-32,7.35671458905582e-30,62.6915910192735,"Down"
"ITLN1",-1.18313192548814,7.04978214957471,-14.7475272464449,4.17094925683255e-32,9.95675103426878e-30,62.3750649891469,"Down"
"HHIP",-0.753128619581118,6.94596753637299,-14.7342624535657,4.54372103749059e-32,1.06688059704881e-29,62.2902438669916,"Not Sig"
"STARD5",-1.35799988107441,9.08551465580505,-14.7094269943346,5.33370994863136e-32,1.23217302571366e-29,62.1314059749167,"Down"
"HAMP",-5.00466131681334,11.106314173954,-14.6258610810781,9.14942237129235e-32,2.08011391466699e-29,61.5966812661112,"Down"
"KLHL12",1.17854689228071,9.42347504633628,14.6108871455094,1.00787638821367e-31,2.25559586068505e-29,61.5008223108217,"Up"
"CSRNP1",-2.04953178621864,10.6673350217717,-14.5878967237556,1.16929514949067e-31,2.57658683479306e-29,61.3536189642378,"Down"
"SPDL1",0.953100783430149,7.37987187685052,14.5682790521827,1.32735311645501e-31,2.84916189063341e-29,61.2279868875307,"Not Sig"
"UBE2T",1.60262420774035,8.31049368558302,14.5676479683298,1.33277837514793e-31,2.84916189063341e-29,61.2239450485067,"Up"
"NTF3",-0.846166810505767,7.12980430243454,-14.5086383301337,1.95182706358825e-31,4.1111792693786e-29,60.8459135808356,"Not Sig"
"ADRA1B",-1.32582331122862,7.88458560322641,-14.4973855747904,2.09915970739785e-31,4.35742963609556e-29,60.7738035718799,"Down"
"CD4",-1.0930477514592,7.81399668899534,-14.4804420936705,2.34227578025432e-31,4.77189072646464e-29,60.6652131776593,"Down"
"FAM13A",-2.20257103882984,9.05190802317633,-14.478919614802,2.36545585128108e-31,4.77189072646464e-29,60.6554548816365,"Down"
"GPR146",-0.560898463113046,7.41843566597152,-14.4286543267042,3.27450674751698e-31,6.51399446453968e-29,60.3332107556823,"Not Sig"
"PRC1",1.98600664911082,8.69113887604009,14.4105147199183,3.6823675750874e-31,7.22500695588724e-29,60.2168872355774,"Up"
"PHYKPL",-0.861424600721396,8.69964948936467,-14.3769948556362,4.5746083770268e-31,8.85433997083173e-29,60.0018899134495,"Not Sig"
"TGIF1",-1.17396140257433,7.71760605112569,-14.3577182245147,5.18266590381225e-31,9.89750983204039e-29,59.878222892292,"Down"
"TOP2A",2.57772383791807,9.08932885743598,14.3484298699518,5.50391599885482e-31,1.03727090594207e-28,59.8186277656188,"Up"
"NCAPG",1.81338790636562,8.04853483913076,14.2024548802851,1.41706564369772e-30,2.63592613177693e-28,58.8814774910702,"Up"
"NEK2",1.82983866498084,8.32403821720259,14.1871822529863,1.5645400026539e-30,2.87293672538613e-28,58.7833694854433,"Up"
"DCUN1D3",-0.862026677410945,8.53327496567572,-14.183335160449,1.60405051884264e-30,2.90820450397256e-28,58.7586549118389,"Not Sig"
"NSF",0.962183695100199,8.15958446186306,14.1521717336905,1.96321770313699e-30,3.51489589525389e-28,58.558429277368,"Not Sig"
"TOMM6",0.941854741694341,11.5861954033672,14.1470593807871,2.02939090803372e-30,3.58851431799593e-28,58.5255781144054,"Not Sig"
"ESR1",-1.38799874804794,7.79137909952518,-14.1329290643967,2.22413782764842e-30,3.88491781773273e-28,58.4347728757597,"Down"
"DDX19B",-0.891168931926332,9.87597070596445,-14.1260447714673,2.32568933087255e-30,4.01335521519127e-28,58.3905293273569,"Not Sig"
"SLC19A3",-1.65250257327194,8.95652521996691,-14.0822892973414,3.0889616204394e-30,5.26704729637543e-28,58.1092757595571,"Down"
"CXCL14",-1.77854573103211,7.82677272533456,-14.0358361786299,4.17552999334476e-30,7.03601365819729e-28,57.810592244425,"Down"
"PTTG3P",1.74030856253271,8.42230798073388,14.0163958748166,4.73700196189641e-30,7.88931152328399e-28,57.6855685064,"Up"
"CDKN3",1.86440168898176,8.09469281071924,13.9731107884017,6.27372324026575e-30,1.03285675827961e-27,57.4071398236819,"Up"
"PNPLA7",-1.81053184053599,9.25097241726524,-13.9412567889081,7.71513043210178e-30,1.25572514976129e-27,57.2021933103767,"Down"
"APOF",-3.20678908872942,10.4501364030726,-13.911363593621,9.36802146457372e-30,1.50761990378752e-27,57.0098267562381,"Down"
"AKR1C3",1.48446170245765,13.5306866054697,13.9051711438295,9.75244774188148e-30,1.52825246240978e-27,56.9699732986145,"Up"
"CYP39A1",-1.73883009535473,7.99401498533014,-13.904965986166,9.7654506157097e-30,1.52825246240978e-27,56.9686529172646,"Down"
"CPED1",-2.18660971392889,9.51245070658113,-13.9041659118788,9.81632524901902e-30,1.52825246240978e-27,56.9635036761948,"Down"
"INMT",-2.33705435395189,8.21908559056012,-13.8927515783714,1.05716992975991e-29,1.62815536601626e-27,56.8900389443753,"Down"
"RAD51",-1.695790843873,9.07355358352874,-13.8875022879257,1.0938352920459e-29,1.66670243489079e-27,56.8562519243359,"Down"
"ADRA1A",-1.26622581051988,7.52309460879737,-13.879533928541,1.15193990614424e-29,1.73676160796884e-27,56.8049616880316,"Down"
"TMEM27",-1.62196926658836,8.09886442868648,-13.8501858371332,1.39388316875213e-29,2.0796446485455e-27,56.6160357115649,"Down"
"SERF1B",1.17755468241888,8.99361955190103,13.8406402180319,1.48306196858049e-29,2.18988624494622e-27,56.554579860195,"Up"
"CENPW",1.55193549301048,8.17681993008062,13.81274424814,1.77777056308262e-29,2.59826609949309e-27,56.3749637540222,"Up"
"CNDP1",-1.45201666906011,7.40185333520156,-13.8060730646787,1.85653058079254e-29,2.68596843522138e-27,56.3320054235138,"Down"
"HAND2-AS1",-0.817143507827691,7.20890358269828,-13.7907328421599,2.0511408152465e-29,2.93784898967756e-27,56.2332179919779,"Not Sig"
"UROC1",-0.706518929463534,7.36949325313105,-13.7741777627051,2.28413277748091e-29,3.22615162330168e-27,56.1265981959605,"Not Sig"
"DNASE1L3",-2.47642970460389,9.78924389036179,-13.7732815575,2.29747584707653e-29,3.22615162330168e-27,56.1208260962044,"Down"
"METTL5",1.15673196982877,9.5182572998012,13.7595863428957,2.51135558341337e-29,3.49224718652716e-27,56.0326173619758,"Up"
"SORL1",-1.666981620429,9.63942111245368,-13.7526653247431,2.6269093276455e-29,3.61780983652563e-27,55.9880378077134,"Down"
"FAM83D",1.45996297676755,7.69352640443425,13.7318117684274,3.00825956276143e-29,4.10355254451733e-27,55.8537067569357,"Up"
"ACADS",-1.40134431649495,9.2288527535625,-13.7053824280275,3.57219284948994e-29,4.82684133804192e-27,55.6834385034041,"Down"
"PTTG1",1.86005399879696,9.33186107514695,13.7008699548088,3.6785461065287e-29,4.9240949424122e-27,55.6543651697895,"Up"
"MAP2K3",-1.31827371667502,9.75658018599736,-13.6991723469002,3.7193718441684e-29,4.93264471518741e-27,55.6434275178111,"Down"
"C8orf4",-1.95527604377571,9.2709953318128,-13.6578679855763,4.86529561203399e-29,6.39317697717091e-27,55.3772771965988,"Down"
"ZG16",-2.21344792371016,8.74791254452312,-13.6431904671335,5.35257264878418e-29,6.96953618623053e-27,55.2826882711857,"Down"
"C1RL",-1.28812374285561,9.98526559153437,-13.6229875972308,6.10415465789014e-29,7.87655920405049e-27,55.1524810745433,"Down"
"RCAN1",-1.41458658586309,10.2811535944255,-13.6142057746594,6.46295853835193e-29,8.26508528078703e-27,55.0958787090582,"Down"
"GSTZ1",-1.85992795126779,9.15498189548645,-13.5833105567307,7.90147260757179e-29,1.00152913414381e-26,54.8967294802791,"Down"
"CXCL12",-2.21656625702044,9.1567832648714,-13.5375420766621,1.06419565764814e-28,1.33705915828898e-26,54.6016603762588,"Down"
"VBP1",1.22749813377436,9.20266589585343,13.5278817074941,1.13323192671772e-28,1.4038445703796e-26,54.5393730504959,"Up"
"GOLPH3L",0.91409025338069,8.14819147373567,13.5273776933025,1.13695434032e-28,1.4038445703796e-26,54.5361232444355,"Not Sig"
"GYS2",-1.17790842914678,7.6050010153723,-13.5199191128309,1.19349197738505e-28,1.46105859761419e-26,54.4880307133742,"Down"
"MT1F",-3.74017148664907,10.9918008405383,-13.4804159468418,1.5433265615041e-28,1.87331070681552e-26,54.2332934588441,"Down"
"GLYATL1",-1.43445423181822,8.55182833555291,-13.4318346557977,2.11725874282291e-28,2.53692147991848e-26,53.9199650878155,"Down"
"SAE1",0.997996410411131,11.6398658451898,13.4300151986256,2.14248175605901e-28,2.53692147991848e-26,53.9082293373529,"Not Sig"
"XPO1",0.871908903920463,10.1730440769641,13.4299652225738,2.14317879683122e-28,2.53692147991848e-26,53.9079069838759,"Not Sig"
"PMPCA",-1.18405949505989,10.4043256807271,-13.4081200244343,2.47065669139872e-28,2.90059145827081e-26,53.7669967824278,"Down"
"CYGB",-1.07162346092106,8.46281898054337,-13.4016724754097,2.57655723518116e-28,3.00032758369917e-26,53.7254055774285,"Down"
"HSD17B13",-3.36856182261322,9.32638604266704,-13.3904771426738,2.77134262516724e-28,3.20112422744116e-26,53.6531857734605,"Down"
"ALDH8A1",-1.98719627242609,10.2572940449276,-13.3707730720646,3.15063850185243e-28,3.61012762096259e-26,53.5260708313526,"Down"
"LRAT",-0.373139678569457,7.08277926263901,-13.3556162283118,3.47738795572734e-28,3.9529069595145e-26,53.4282856884014,"Not Sig"
"TMIGD3",-1.20148191729626,7.62447971408161,-13.3397099082772,3.85681619078867e-28,4.34923191278997e-26,53.3256604709716,"Down"
"GRAP",-1.02537030649658,8.46453547306811,-13.3374799707416,3.91322083902006e-28,4.34923191278997e-26,53.3112728606032,"Down"
"DTX1",-1.41318737310704,7.97247807814448,-13.3373265112014,3.91713270089999e-28,4.34923191278997e-26,53.3102827325408,"Down"
"PARPBP",1.24939971971933,7.59036556306477,13.3273435021867,4.18019908231049e-28,4.60561472737948e-26,53.2458709530439,"Up"
"SIGLEC11",-0.774782411655791,6.93512304166486,-13.3111155712427,4.64607267158417e-28,5.07982434161069e-26,53.1411621613247,"Not Sig"
"PPP1CC",0.836341827207219,11.4753803288592,13.3069436297959,4.77401390871222e-28,5.16556012775249e-26,53.1142424416539,"Not Sig"
"CCNB2",1.74765862326626,8.07014738769675,13.3062182143233,4.7966173077643e-28,5.16556012775249e-26,53.1095616203465,"Up"
"SCNM1",0.956038967759136,8.28364456764133,13.2601224677696,6.47585059999772e-28,6.92191105550502e-26,52.8121054062963,"Not Sig"
"MELK",1.4774180769468,7.90456022609639,13.2534701757297,6.76256177251358e-28,7.17482757538607e-26,52.7691752255894,"Up"
"IL4R",-1.35064517214212,9.45061189650268,-13.2151425913336,8.6799604040642e-28,9.14140241672144e-26,52.5218171406973,"Down"
"TBCE",1.07702777184953,9.8283648360443,13.213297064438,8.78492221138323e-28,9.1844117396819e-26,52.5099059538149,"Up"
"KAZN",-0.85081647086429,7.77256680333187,-13.1962869603976,9.81415682346623e-28,1.01860991436599e-25,52.4001190405339,"Not Sig"
"CDC20",2.24885492854778,8.76035935315904,13.1828775055567,1.07098773724404e-27,1.10357966622636e-25,52.3135687053563,"Up"
"UBE2C",2.24642049188051,8.74887347066999,13.1448937048397,1.3716257016905e-27,1.40327106609379e-25,52.0683925120286,"Up"
"CYP1A2",-4.75493362009219,10.2304438655904,-13.1341903680395,1.47067057094055e-27,1.49393011259444e-25,51.9993019235406,"Down"
"CKS1B",1.55763367705,10.203758180825,13.1201724989023,1.61128713359546e-27,1.62524405735829e-25,51.9088138962655,"Up"
"PEX11G",-1.3687447803725,9.06218371378153,-13.1113629548831,1.70646064322125e-27,1.70920530019986e-25,51.8519455072273,"Down"
"PSME3",0.909851060367483,8.65629023627423,13.1006159178198,1.83021265699951e-27,1.82042610320861e-25,51.7825688862273,"Not Sig"
"AURKA",1.63278480579459,8.74984612269478,13.0947578903573,1.9014074482696e-27,1.8781971642459e-25,51.7447523730671,"Up"
"EVC2",-1.90485772998148,9.06032972690655,-13.0905127546274,1.95472517574245e-27,1.91763895151775e-25,51.7173476745694,"Down"
"B3GAT1",-1.0107448720618,7.65333072776146,-13.0646846301915,2.31292463307062e-27,2.253606770032e-25,51.5506091750938,"Down"
"SLC7A8",-0.796702847068338,7.60619757007337,-13.0505061537511,2.53675199909955e-27,2.45499316777722e-25,51.4590747270332,"Not Sig"
"GMNN",1.61934949914705,8.87904306309227,13.0477457564358,2.5827856507166e-27,2.4827677097459e-25,51.4412537560332,"Up"
"BUB1",1.21882202345684,7.40123639104076,13.0434846275685,2.65549198077322e-27,2.53483649706324e-25,51.4137440247704,"Up"
"CNIH4",1.1550716093545,11.0816618539174,13.0425134467203,2.67234735081023e-27,2.53483649706324e-25,51.4074740874988,"Up"
"IGFBP3",-2.14431808895606,10.9457316648858,-13.0341311639462,2.82234663220765e-27,2.65950465875725e-25,51.3533578174876,"Down"
"IRAK1",1.11409886594986,10.012336327592,13.0054194735529,3.4029162075983e-27,3.18561887852487e-25,51.1679903716638,"Up"
"RPS27",0.871341277219402,14.5679820819755,13.0013768028507,3.49373841288424e-27,3.24940359011305e-25,51.1418897664358,"Not Sig"
"MT1H",-4.2102290171704,10.464111430184,-12.9986252602329,3.55693699436288e-27,3.28683926259739e-25,51.1241249833768,"Down"
"DPT",-1.52639022910521,7.61093141637926,-12.9950310858107,3.64121492428694e-27,3.34314880516422e-25,51.1009198460512,"Down"
"TTF2",0.800534048606772,7.73047589908869,12.9705441745664,4.2710628742138e-27,3.8964607355009e-25,50.942822525679,"Not Sig"
"STEAP3",-1.97841310590694,9.83502367710066,-12.9646617697411,4.43794001609856e-27,4.02307688927719e-25,50.9048428788313,"Down"
"FAHD2A",-1.24318236301321,8.95883885735903,-12.9592410811731,4.59748638634435e-27,4.14149669884341e-25,50.8698441439946,"Down"
"HSP90AA1",1.36758913875624,11.9374482717535,12.9509092310466,4.85397337316948e-27,4.34521628899416e-25,50.8160491946607,"Up"
"UGP2",-2.21878924650342,9.61229647114019,-12.9382359829502,5.27180887475921e-27,4.6899452492656e-25,50.7342232448256,"Down"
"RFC4",1.44745936337896,8.76808417274389,12.9328825029983,5.45894647322892e-27,4.82645002074431e-25,50.6996578340766,"Up"
"HMGCL",-1.15889197055944,10.3284223729308,-12.9172955496254,6.04250261538514e-27,5.30961748221849e-25,50.5990181454189,"Down"
"CAMK2B",-1.6231748013686,7.83130457004152,-12.9161668242703,6.08710700241806e-27,5.31619717046548e-25,50.591730316506,"Down"
"KIAA0196",1.21140143381252,9.38992955604242,12.89368264663,7.04754017181658e-27,6.11769199278357e-25,50.4465562348286,"Up"
"TMEM26",-0.650288951572004,7.30388277040114,-12.8614940065099,8.69215601445841e-27,7.49986449367999e-25,50.2387213532102,"Not Sig"
"SPTBN2",-0.654129724976682,7.44885965284459,-12.8527429332688,9.20221090228247e-27,7.89241118283784e-25,50.1822174081665,"Not Sig"
"HMMR",1.54084004131462,7.9304315078417,12.8441440482303,9.73254082750884e-27,8.29757037335769e-25,50.1266960719985,"Up"
"HMGN4",0.947110064377046,9.4372019747722,12.8409535333856,9.9369958838868e-27,8.4217510085746e-25,50.1060955302409,"Not Sig"
"GCDH",-1.39755053174509,9.84352083950415,-12.8302761834827,1.0652979961627e-26,8.97544894061083e-25,50.0371539344002,"Down"
"SMG5",1.10170286431084,9.46055781075857,12.8250421235793,1.10225753743564e-26,9.23253491736296e-25,50.0033586276537,"Up"
"THRSP",-3.48956744891433,9.66764513976637,-12.8240998025818,1.10904653864168e-26,9.23539161218883e-25,49.9972742457451,"Down"
"CKAP2L",1.24368658685426,7.54109843459746,12.8170845568238,1.16092019435532e-26,9.61147973627239e-25,49.9519781986145,"Up"
"MXRA5",-1.51138994023416,8.36508262065767,-12.7935886466123,1.35298813283654e-26,1.11372695555274e-24,49.80027017449,"Down"
"LCE6A",-0.96061100527711,7.3080456620429,-12.780287393613,1.47548730818619e-26,1.20762312658004e-24,49.7143872675501,"Not Sig"
"KIF20A",1.21110934094439,7.79243533365114,12.7678671990106,1.59986588285776e-26,1.30198176364612e-24,49.6341935134422,"Up"
"MASP1",-1.32316870343919,8.33414591468982,-12.7639867107092,1.64083538089486e-26,1.32777882263034e-24,49.60913836314,"Down"
"PIGT",0.853691420565992,9.57055843330253,12.7528859968721,1.76392038024369e-26,1.41936132619271e-24,49.5374646397068,"Not Sig"
"MAP2K7",-0.843709154796907,8.20301166989364,-12.7500195812912,1.79717614439909e-26,1.43804211822504e-24,49.5189571876196,"Not Sig"
"NUP37",0.923692946203033,9.27124059659306,12.7438789780935,1.87054390663311e-26,1.48843335415033e-24,49.4793095413577,"Not Sig"
"POLR2G",0.657553687437467,11.0507917548153,12.7388323550834,1.9330776077567e-26,1.52826438276275e-24,49.4467254362512,"Not Sig"
"C8orf33",1.1588800578835,8.42175977498886,12.7381303488163,1.94194035930197e-26,1.52826438276275e-24,49.4421928596548,"Up"
"JTB",0.918600520274639,12.9765000191777,12.7356887103901,1.97308339452415e-26,1.54428816720051e-24,49.4264281825403,"Not Sig"
"LRRC57",0.607114573240812,7.25843409101875,12.7182554590739,2.21044291271758e-26,1.72066162167684e-24,49.3138694510534,"Not Sig"
"ARHGAP10",-1.37761016522505,7.79918128697952,-12.7164834410599,2.23611359955073e-26,1.72788787211319e-24,49.3024284003615,"Down"
"RANBP3L",-1.32669832984459,7.59872351527915,-12.7159531506413,2.24385355172138e-26,1.72788787211319e-24,49.2990045783916,"Down"
"KLKB1",-1.90532324895542,10.8416625285717,-12.6923316427755,2.61721568185091e-26,2.00461926262838e-24,49.1464937415574,"Down"
"COPA",0.842236289749426,11.7250368666774,12.6663214443462,3.10057948932038e-26,2.36221276731573e-24,48.9785643356435,"Not Sig"
"MRPL9",0.802122057408578,8.18157069862523,12.6619915048388,3.18930118398787e-26,2.41695030996075e-24,48.9506094291905,"Not Sig"
"AP3B1",0.767041806661737,10.452809991632,12.6509935604843,3.42623228189693e-26,2.58283815650578e-24,48.8796052410525,"Not Sig"
"CDCA5",1.5716590928877,8.29937347502974,12.6452719139429,3.55637395745042e-26,2.66385869487956e-24,48.8426658951238,"Up"
"ATP7A",0.433704536928099,6.8157350370392,12.6442973304169,3.57902889236487e-26,2.66385869487956e-24,48.8363739420429,"Not Sig"
"LONP2",-1.32640428164718,9.33213172636696,-12.6438487685037,3.58950449006321e-26,2.66385869487956e-24,48.8334780096106,"Down"
"PRSS8",-1.7401186982629,8.37992162434837,-12.607009346294,4.56327921590035e-26,3.36906434068767e-24,48.5956471471707,"Down"
"ID1",-2.23433771504569,9.20566674858244,-12.5899928263242,5.09831032056116e-26,3.744774293405e-24,48.4857947792615,"Down"
"CBR4",-1.17488472571903,9.19456696576656,-12.571135790635,5.76477117637023e-26,4.21269477342606e-24,48.3640641894791,"Down"
"SSR2",1.36859650850666,10.2724965643132,12.5565567974237,6.33916735322106e-26,4.60892862945103e-24,48.2699529473262,"Up"
"UBALD1",-0.896313819811978,8.3507735762552,-12.538674090462,7.12243850860882e-26,5.15225690701031e-24,48.154518755493,"Not Sig"
"H3F3AP4",0.920259630237265,13.1667837830007,12.5202236652362,8.03211506060739e-26,5.78110472427536e-24,48.0354240609642,"Not Sig"
"MFAP4",-1.96994626046512,8.3459817321796,-12.5121027686623,8.46848244703661e-26,6.06470370444527e-24,47.9830063137118,"Down"
"SAMD11",-0.52074497850471,7.24020425129004,-12.5088967074939,8.64721186066705e-26,6.16189131742956e-24,47.9623124757854,"Not Sig"
"PTGES3",1.05661747240346,10.007319063455,12.5070537843996,8.75165174255438e-26,6.20544098557457e-24,47.9504172105163,"Up"
"KCNAB1",-0.868749630334055,7.44402762170156,-12.4938643195491,9.53684306843025e-26,6.72887700833135e-24,47.8652863441336,"Not Sig"
"RND3",-1.79832428781238,9.427574637203,-12.4869745353783,9.97461873873482e-26,6.97624889667132e-24,47.8208174961521,"Down"
"MRPS23",0.899137949267971,8.22765720902122,12.4868170508462,9.98485669076045e-26,6.97624889667132e-24,47.819801049192,"Not Sig"
"PSMD10",1.16553938759042,8.11922056741927,12.4851516465796,1.00937684329828e-25,7.01810899347635e-24,47.8090521103677,"Up"
